id,target
801,7.3855553
803,7.398983
804,6.9620953
805,7.583103
806,6.890106
807,7.1066422
809,7.9195538
811,8.002665
813,7.8420634
814,8.087955
815,7.466503
816,7.5714173
818,7.3548017
822,7.235114
828,7.4452553
831,7.1188974
832,7.2639503
834,7.7296906
835,7.450362
836,7.537369
838,7.844481
839,7.927272
842,6.8446517
845,7.9434786
846,7.69827
848,7.3260856
852,7.1478076
856,7.1821876
857,7.620787
860,7.3662643
869,7.217075
871,7.8823013
876,7.4329867
885,6.877247
887,7.5843606
888,7.691167
889,7.6401544
891,7.5965
895,7.611645
902,7.4917035
903,7.704835
905,7.6381044
907,7.404798
908,7.0582533
909,7.779226
910,7.0355806
911,8.033538
913,6.9153376
914,7.511542
916,7.5093875
917,7.642363
919,7.3461967
923,7.5477777
924,7.615384
925,7.381742
926,7.309205
929,7.6669374
930,7.78374
931,7.2548604
936,7.385299
937,7.590679
947,7.396765
949,6.6263223
952,7.1771564
955,7.149456
956,7.704799
961,7.4343014
963,7.545613
964,7.2073784
966,7.8079705
968,7.3947845
969,7.9199305
971,7.3565145
974,7.7174373
980,7.7095118
981,7.424244
982,7.611398
983,7.5095572
984,7.35952
986,7.100326
992,7.4325814
993,7.1507287
994,7.295721
998,7.6473045
999,7.6339855
1004,7.979783
1006,7.497809
1007,7.627866
1011,7.5496345
1012,8.097533
1014,7.2514467
1020,7.928408
1021,7.412044
1023,7.4564834
1025,7.124268
1026,7.240402
1027,7.564638
1033,7.8140864
1034,7.249937
1038,7.5402756
1040,7.3336177
1043,7.127601
1045,7.9590592
1046,7.2258964
1048,7.307498
1049,7.799402
1052,7.5507083
1054,7.42358
1055,7.4864507
1056,7.4620743
1058,7.2618914
1060,7.245792
1064,7.336173
1067,7.636957
1069,7.0537677
1070,7.524768
1072,7.2331
1077,7.394169
1082,7.435937
1086,8.089797
1091,7.5886407
1093,7.496213
1097,7.063266
1101,7.2938824
1104,7.349646
1106,7.5886
1107,7.8426485
1109,7.4342556
1113,7.330008
1115,7.215853
1119,7.9135175
1120,7.73
1123,6.487027
1131,7.5220375
1132,7.4939218
1134,7.348095
1136,7.0379725
1137,7.501059
1138,7.54925
1139,7.529549
1141,7.321579
1143,7.2889996
1144,7.0210257
1145,7.902115
1149,7.261554
1150,7.8551173
1153,7.200779
1155,7.2830462
1160,7.6373034
1163,7.1108627
1165,7.241623
1166,7.831118
1169,7.5502667
1172,7.6470914
1173,7.1776395
1175,7.029682
1177,8.00798
1182,7.699835
1184,7.616978
1186,7.352456
1188,6.9034996
1193,7.1749434
1196,6.7234516
1198,7.203987
1199,7.802896
1202,7.8673563
1203,7.598365
1208,7.948082
1210,7.2111397
1211,7.516484
1213,7.8319125
1221,7.9040174
1222,7.215685
1226,7.351031
1227,7.721159
1229,7.408776
1230,7.6074533
1231,7.501836
1232,7.342567
1233,7.264223
1234,7.755085
1236,7.3057427
1237,7.352077
1241,7.850604
1242,7.8335266
1243,7.70154
1247,7.120445
1250,7.7579474
1251,7.38417
1254,7.674186
1258,7.8191
1259,7.1345816
1260,7.2655654
1262,7.4200044
1265,7.145531
1267,7.30374
1268,6.6109624
1270,7.9903474
1271,7.563862
1272,7.5196958
1275,7.4970164
1276,7.381751
1278,7.826606
1281,7.5041804
1282,7.2820826
1283,7.518898
1284,7.3268332
1286,7.4119396
1288,7.967824
1291,7.528642
1293,7.562241
1294,7.5266156
1295,7.7013006
1299,7.592792
1301,7.3689036
1302,7.0371585
1303,7.4703465
1306,7.2605023
1308,7.372903
1310,7.313267
1311,7.434678
1314,7.5169287
1317,7.6611238
1319,6.957307
1323,7.16944
1325,7.783755
1331,7.3285456
1332,7.683787
1335,7.5042024
1337,7.110139
1338,6.877759
1340,7.5222416
1341,6.9292755
1343,7.5588284
1345,7.37938
1346,7.363691
1347,7.424734
1349,7.6050744
1351,7.5937915
1357,7.3479776
1364,7.2037883
1365,7.5749173
1366,7.3472714
1369,7.3317957
1371,7.297275
1373,7.652444
1382,7.3638706
1385,7.61819
1386,7.5808544
1389,7.204676
1392,7.687318
1394,7.2083955
1398,7.7750487
1400,7.0070558
1401,6.568371
1403,6.7599506
1405,7.8695545
1406,7.684853
1413,7.4714265
1414,7.3943696
1415,7.1226144
1420,7.5907526
1421,7.415487
1423,7.279319
1426,7.2006116
1427,7.266031
1428,7.357171
1429,7.4270883
1430,7.3403506
1431,6.934732
1432,7.674467
1434,7.3693337
1435,7.9233623
1436,7.8860173
1439,7.9571676
1443,7.163668
1444,7.6069326
1445,7.1319227
1447,7.665151
1450,7.3705287
1451,7.6733522
1452,7.588839
1453,7.398639
1454,7.375144
1455,7.6596847
1457,7.042604
1459,7.187837
1466,7.554121
1467,7.7045264
1468,7.666637
1469,7.8604455
1472,7.4900794
1475,7.184635
1476,7.7500267
1477,7.7646017
1483,7.6747413
1484,7.4851484
1485,7.445197
1488,7.506237
1491,7.565624
1494,7.3327193
1498,7.3695617
1502,7.4185624
1503,7.5678115
1506,7.392357
1509,7.9157186
1511,7.2945757
1516,7.1399975
1518,7.457027
1519,7.508667
1523,8.050618
1526,7.629639
1532,7.4570365
1535,7.8374686
1538,7.104172
1539,7.4104447
1541,7.4440074
1543,7.4014683
1544,7.436737
1546,8.141372
1547,7.1527753
1548,7.074351
1555,7.3488507
1556,7.867443
1558,7.4225717
1559,7.6361685
1561,7.2453904
1562,7.6031375
1564,7.363228
1567,7.484534
1568,6.9675837
1569,7.4460464
1575,7.2515736
1576,6.978049
1578,7.9357214
1583,7.42809
1584,8.387838
1587,8.068267
1595,7.607803
1596,7.378735
1597,6.958154
1601,6.989657
1604,7.9363585
1611,7.2713156
1613,7.326644
1615,7.295267
1616,7.5129366
1620,7.2354765
1622,7.7741346
1626,7.208815
1628,6.7946396
1629,7.433981
1633,7.594742
1635,7.5270305
1636,7.8128066
1637,7.5151925
1640,7.23512
1642,7.503129
1643,7.332928
1644,7.463429
1646,7.526478
1647,7.4232073
1648,7.4236755
1654,7.2402315
1657,7.326714
1658,7.3427196
1661,6.5587115
1668,7.1286035
1669,8.299255
1670,7.461914
1672,7.0109534
1675,7.290406
1676,8.020983
1678,7.027097
1679,7.4260464
1684,7.584998
1686,7.1495247
1691,7.094348
1692,7.4756627
1697,7.655907
1699,7.7136264
1700,6.4647417
1703,7.5950074
1704,7.179098
1707,7.821029
1708,7.8600707
1711,7.242248
1713,6.853273
1714,7.715613
1717,7.6493783
1721,7.0496073
1723,6.715922
1724,7.710632
1727,7.5974975
1728,7.334251
1731,7.823403
1735,7.906186
1736,7.6366925
1738,7.5470486
1740,7.1260324
1741,7.5868826
1743,7.7039647
1744,7.511666
1745,7.710603
1746,7.3789225
1747,7.794644
1750,7.23134
1753,7.551525
1760,7.373494
1762,7.182045
1763,7.150447
1764,7.227848
1766,8.115527
1767,7.490655
1769,7.723218
1770,7.6561766
1773,7.3393245
1775,7.0546756
1779,7.3794646
1785,7.5282636
1786,7.744788
1787,7.3535156
1791,7.447356
1794,7.7735205
1795,7.615148
1801,7.120517
1805,7.6424456
1811,8.118366
1815,7.547189
1816,7.224582
1820,7.4879394
1822,7.4099927
1823,7.668492
1824,7.454722
1825,7.164242
1826,6.998889
1829,7.234954
1831,7.7008915
1834,7.7304897
1835,7.5047574
1837,7.276676
1839,7.075817
1850,7.6332088
1851,7.2411466
1852,7.7925577
1853,7.575964
1854,7.3258715
1855,7.7412486
1857,7.351499
1859,6.658436
1860,7.26323
1861,6.7668576
1864,7.567586
1865,7.521576
1867,7.6287956
1871,6.6074076
1872,7.3690157
1873,7.2455826
1875,7.41682
1876,7.392627
1880,7.1547055
1882,7.546387
1883,7.781022
1885,7.3447967
1888,7.776105
1894,7.343352
1902,7.839097
1903,7.700562
1908,6.766933
1910,7.9186006
1915,7.1958947
1921,7.56788
1923,7.4469247
1929,7.520001
1930,7.337568
1932,7.6164775
1935,7.331517
1936,7.433055
1937,7.598763
1938,7.4979787
1939,7.6696334
1945,7.417614
1947,7.437713
1950,7.141877
1952,7.719329
1955,7.321337
1962,7.1918135
1963,7.26827
1964,7.4550815
1967,7.4866576
1968,7.565411
1969,7.7139797
1972,6.994954
1974,7.05638
1977,7.5006447
1978,7.80197
1979,8.251504
1982,7.885082
1984,7.1750083
1985,7.2275352
1988,7.002249
1989,7.0966105
1992,7.901996
1994,7.583424
1995,7.6065235
1996,7.8412776
2001,7.746471
2003,7.2406454
2007,7.3986363
2008,7.4527507
2010,7.521974
2011,7.4547405
2012,7.9117217
2014,7.756304
2015,7.276623
2017,7.5572953
2018,7.361568
2020,7.9364076
2023,7.6045303
2024,7.6464224
2025,7.444775
2028,7.3796864
2029,7.30238
2033,7.488467
2034,6.701559
2035,7.3398967
2036,7.1946883
2037,7.2520733
2038,7.5282354
2039,7.1346464
2045,7.389862
2046,7.586448
2052,7.633434
2059,7.287703
2063,7.928132
2064,7.4479895
2065,7.442348
2066,7.499169
2069,7.136827
2078,7.7861037
2082,7.5323367
2086,7.04888
2090,7.6435843
2095,7.661368
2097,7.181448
2100,7.5402627
2101,8.088646
2103,7.289233
2104,7.515975
2105,7.590718
2107,7.1652417
2108,7.778913
2109,7.547057
2111,7.0507956
2112,7.7814403
2114,7.444785
2115,7.500402
2116,7.618566
2117,7.3574414
2118,7.004273
2119,7.279675
2120,7.434289
2121,7.0804205
2122,7.4529204
2123,7.154324
2124,7.453656
2126,6.9111233
2129,7.3391614
2130,7.156789
2131,7.4032965
2134,7.7118
2136,7.245441
2137,7.1696854
2141,7.1878037
2142,7.2922425
2148,7.4032407
2150,7.699234
2153,7.8471665
2154,7.838006
2155,7.74249
2156,7.679036
2158,7.3546143
2159,7.512207
2164,7.7383075
2165,7.8887167
2166,7.1768184
2170,7.1565127
2174,7.3251057
2175,7.5308414
2178,7.542574
2179,7.3247595
2184,7.7968206
2185,7.582159
2186,6.9140544
2190,8.26123
2195,6.8331165
2196,6.8773365
2197,7.5022206
2198,6.813284
2199,7.6861973
2201,7.3144217
2203,7.4403358
2204,7.2574434
2205,7.028218
2206,7.707479
2211,7.438634
2214,7.211724
2216,7.4697523
2217,7.3673787
2218,7.333118
2219,7.0998735
2220,7.4227576
2221,7.6177015
2222,7.373391
2224,7.6764855
2227,7.6412973
2231,7.472697
2236,7.137337
2237,7.7397203
2238,7.225312
2240,7.6818795
2242,8.078185
2246,7.525316
2248,7.5324187
2253,7.9084606
2254,7.799071
2256,7.670606
2260,7.3183413
2264,7.3610873
2267,7.230104
2269,7.8564863
2270,7.4719834
2271,7.1231966
2276,7.606844
2280,7.712482
2281,7.455337
2284,7.5847855
2286,7.5241685
2288,7.5247793
2289,7.5927873
2295,7.573133
2302,8.075254
2307,6.89105
2308,7.155533
2309,8.3652525
2310,7.4122047
2312,7.572358
2316,7.469452
2321,8.062796
2323,7.482732
2326,7.19946
2327,7.3332653
2329,7.509083
2330,7.690842
2331,7.1327987
2334,7.418764
2337,7.679414
2338,7.055345
2342,7.35844
2346,7.520683
2350,7.512426
2351,7.704943
2355,7.513199
2356,7.2644744
2357,7.6058474
2359,7.3966928
2361,7.7702417
2365,7.537896
2369,7.4029856
2372,7.5315266
2377,7.392047
2379,7.828937
2380,7.2124457
2381,7.7767754
2383,7.031141
2388,7.5655227
2389,7.4144197
2390,7.511281
2392,7.2932277
2393,7.7558603
2396,7.09329
2398,7.327142
2399,7.571916
2400,7.4724293
2402,7.132094
2404,7.154009
2406,7.7924175
2410,7.577986
2413,7.3078055
2417,7.742138
2420,7.6464524
2421,7.573413
2425,8.107425
2434,7.4551153
2435,7.300417
2438,7.441013
2439,7.719014
2443,7.5886154
2445,7.671515
2446,7.2289734
2448,7.266795
2451,7.524525
2452,7.137866
2453,7.9764023
2455,7.431448
2457,8.136899
2458,7.2388816
2460,6.965704
2462,7.82407
2464,7.600271
2465,7.630901
2470,6.9821787
2475,7.5454855
2476,7.555102
2478,7.4097667
2485,7.0028114
2486,7.4751167
2487,7.329027
2489,7.506054
2493,7.4145675
2494,7.670401
2497,7.050114
2499,7.720867
2500,8.054037
2505,7.368751
2506,7.772113
2511,6.7002916
2514,7.183592
2515,7.6770344
2518,7.44113
2523,7.8742604
2524,7.1329837
2526,7.434788
2529,6.994047
2533,7.566658
2537,7.2982683
2538,7.5082507
2540,7.081356
2542,8.174794
2544,6.692256
2545,7.2099185
2547,7.9738736
2550,7.075724
2551,7.293904
2555,7.7136297
2558,7.548878
2559,7.4891305
2560,7.7357407
2563,7.8175836
2572,7.327005
2573,7.2625103
2574,7.34285
2575,7.6035852
2576,7.467679
2578,7.70886
2579,7.0998
2584,7.345261
2585,7.2508817
2587,7.55371
2589,7.4314938
2594,7.566167
2595,7.6766853
2597,7.405546
2598,7.1971884
2602,7.6541314
2603,7.3288593
2604,7.6739664
2606,7.423927
2607,6.933659
2608,7.7042613
2610,7.765674
2611,7.7061825
2614,7.4924636
2617,6.8040423
2620,6.8390346
2624,7.3767776
2625,7.5474186
2626,7.6025085
2627,7.7312384
2629,7.4324846
2630,7.471336
2632,7.6616445
2638,7.848001
2639,7.466112
2648,8.143064
2649,7.1837287
2655,7.4838815
2656,7.2602882
2657,7.852979
2659,7.3854885
2660,6.7981772
2661,7.386259
2663,7.0826654
2665,7.419042
2668,7.788831
2670,8.200786
2674,7.8956575
2675,7.153901
2680,7.5436845
2682,7.3143435
2683,7.2277703
2684,7.585243
2687,7.2129927
2688,7.392468
2689,7.2743287
2690,7.801355
2691,7.2099214
2693,7.637239
2694,7.219103
2699,7.173545
2702,7.2133985
2703,7.2034464
2709,7.4076567
2716,7.631229
2717,7.156324
2719,7.449259
2721,7.4035015
2722,7.892351
2732,7.404907
2735,7.282799
2739,7.525937
2743,7.5045347
2744,7.3196144
2747,7.63057
2748,7.3863435
2750,7.723921
2752,7.625953
2753,7.3543315
2755,7.516392
2756,7.546735
2759,7.3488026
2761,7.690182
2762,7.1060724
2763,7.238165
2764,7.6311507
2770,7.1678314
2771,7.122485
2772,7.639493
2773,7.9329243
2775,7.625079
2780,7.130528
2782,7.1694527
2783,7.383773
2789,7.422812
2796,7.3660135
2798,7.4024963
2799,7.0161963
2800,7.5514026
2806,7.4589596
2807,7.469808
2814,7.412514
2817,7.088636
2818,7.7435675
2820,7.27971
2821,7.6164165
2822,7.2529855
2826,7.59456
2827,7.9605384
2828,7.56006
2830,7.547618
2831,7.6318817
2832,7.1405787
2841,7.719064
2842,7.538164
2848,7.4185624
2849,7.6389585
2851,7.262543
2852,7.1562457
2853,6.815693
2854,7.491341
2860,6.918634
2862,7.4779043
2865,7.371351
2866,7.6755166
2867,7.265634
2870,7.4295926
2875,8.032147
2877,7.538124
2878,7.5785217
2879,7.190581
2882,7.5604997
2883,7.58336
2884,7.116721
2885,7.491516
2886,7.5962987
2887,7.87793
2889,8.048467
2890,7.018151
2895,7.423471
2896,7.9801373
2897,7.319914
2899,7.7225785
2902,7.6288786
2908,7.753878
2914,7.1648498
2916,7.427768
2917,7.282065
2918,7.5548334
2920,7.4637465
2922,7.5745225
2925,7.428747
2928,7.232284
2929,7.2039766
2932,7.566845
2933,7.3414593
2934,7.4173384
2935,7.269982
2936,7.306264
2937,7.986928
2939,7.6340146
2943,7.4879327
2946,7.3436494
2949,7.0306907
2950,7.6750803
2951,7.402869
2953,7.4594274
2959,7.728015
2963,7.8110723
2967,7.5906377
2970,7.5062985
2974,7.0074096
2977,7.7160544
2980,7.499524
2981,7.4088073
2986,7.6308455
2987,7.106636
2988,7.1854405
2991,7.5756416
2993,7.760605
2994,7.3664484
2995,7.4240365
2996,7.2584
3001,6.8980384
3003,7.8387766
3005,7.818699
3008,7.060166
3009,7.332212
3010,7.117468
3011,7.3855033
3012,7.558883
3017,7.695039
3020,6.9198275
3021,7.563834
3022,7.357529
3027,7.5340586
3030,7.1640406
3031,7.3464007
3032,7.521439
3033,7.417872
3035,7.752252
3038,7.5244284
3040,7.659647
3043,7.1562505
3045,7.971832
3046,7.3526053
3057,7.408732
3058,7.8680754
3059,7.5267673
3061,7.5438414
3062,7.5620127
3063,7.5685015
3064,7.6817684
3067,7.251818
3068,7.4079967
3070,7.1612654
3074,7.745804
3076,7.342421
3077,7.8887334
3078,8.078187
3079,7.7827377
3082,7.184321
3083,7.586003
3084,7.4282594
3088,7.618378
3089,6.973618
3090,7.797121
3091,7.8272047
3092,7.6346035
3093,7.481229
3097,7.413162
3098,7.117711
3099,7.3217583
3104,7.747767
3105,7.267377
3106,7.678515
3108,7.6106706
3110,7.1687694
3112,7.3221245
3113,6.5865645
3114,7.4158707
3117,7.508747
3118,7.6334915
3122,7.3267536
3124,7.628073
3126,7.2149596
3129,7.179733
3131,7.201121
3133,7.212987
3135,7.603782
3138,7.462811
3140,7.456823
3146,7.588696
3152,7.9159656
3156,7.706044
3157,6.8149457
3158,7.3282557
3159,7.470344
3160,7.3262525
3164,7.6447697
3172,7.3099623
3174,7.3102245
3175,7.200647
3177,7.302794
3183,7.3409534
3190,7.9429016
3192,8.2156725
3195,7.1387153
3196,7.1040707
3203,7.1804113
3208,7.161759
3209,7.6113358
3210,7.4024086
3211,7.5068774
3215,7.772603
3216,8.018048
3218,7.454042
3220,7.697265
3224,7.6800323
3231,7.154981
3234,7.481648
3235,7.47644
3236,7.321459
3237,7.112334
3239,7.4824796
3242,7.3154945
3245,7.124001
3251,7.3976784
3254,7.2220616
3256,7.863245
3258,7.094191
3260,7.35561
3267,7.082304
3268,7.2729025
3270,7.3392777
3272,7.302458
3273,7.254502
3274,7.8463016
3276,7.3584113
3277,7.825644
3279,7.375971
3280,7.3464193
3282,7.3689184
3283,7.3730946
3286,7.5149612
3288,7.837642
3290,6.80911
3296,7.818229
3298,7.2432017
3301,7.1465206
3302,7.2511477
3304,7.708951
3305,6.285334
3309,7.173055
3311,7.62026
3316,7.3164587
3317,7.6233473
3318,7.2635865
3328,7.3733006
3330,7.5557723
3331,7.1626153
3332,7.0772715
3334,7.1669827
3337,7.065397
3338,7.5635514
3343,7.9592595
3346,7.5128455
3353,7.114982
3354,7.762323
3360,7.022633
3366,7.167262
3367,7.7641134
3370,7.2188716
3371,7.5831785
3372,7.3367667
3374,7.4262195
3376,7.1741977
3378,7.5943046
3379,7.4285345
3382,8.016499
3383,7.295344
3385,7.945795
3386,7.343442
3396,7.6613073
3400,7.747318
3401,7.5512943
3403,7.4957824
3408,7.0775204
3412,7.41941
3415,7.417663
3416,7.5681167
3420,7.249464
3422,7.2610073
3424,7.4448237
3427,7.2031827
3428,7.7615185
3430,7.4747043
3431,7.670307
3432,7.040821
3440,7.7609143
3441,7.782399
3442,7.192164
3444,7.710178
3445,7.2696214
3446,7.306589
3449,7.301796
3453,7.08979
3454,7.4483237
3459,7.3414173
3462,7.139235
3463,7.1752563
3464,7.2124004
3465,7.574905
3469,7.1422157
3470,7.4934697
3471,7.311606
3472,7.7499933
3476,7.1572366
3477,7.097874
3479,7.4965534
3493,7.6918473
3494,8.023584
3496,7.1571507
3497,7.8357124
3498,7.539215
3502,7.394484
3505,7.5153747
3506,7.813822
3508,8.007797
3512,6.9368653
3513,7.5097475
3514,7.2477026
3518,6.6343265
3520,7.8148055
3524,6.951153
3525,7.429869
3529,7.5636463
3530,7.397132
3532,7.476143
3535,7.77088
3539,7.2616606
3540,7.516977
3543,7.7016025
3547,7.827691
3548,7.3903723
3549,7.614137
3558,7.234984
3561,7.5178757
3562,7.2583
3565,7.413772
3568,7.1391644
3570,6.788285
3581,7.2316313
3585,7.3990197
3586,7.7970405
3589,7.66509
3591,8.192677
3592,7.5449266
3598,6.883366
3602,7.4092407
3603,7.019253
3606,7.272263
3610,7.237605
3611,7.272172
3612,7.8596683
3614,7.4971237
3619,7.3198543
3620,7.271906
3622,7.789349
3624,7.7602205
3628,7.139377
3630,7.410557
3639,7.3398094
3642,7.102065
3649,7.4474816
3650,7.340272
3651,7.757676
3652,7.239674
3654,7.548347
3657,7.5840364
3661,7.9148803
3662,7.616349
3664,7.765777
3670,7.3281693
3673,7.217958
3677,7.395189
3678,6.732412
3679,7.846237
3682,7.842346
3683,7.728859
3686,6.951562
3687,7.085407
3690,7.748307
3692,7.4101486
3694,6.942839
3697,7.203652
3698,7.132513
3701,7.818937
3702,7.558777
3703,7.880514
3709,7.6599283
3712,7.3925996
3717,6.9683642
3722,7.689516
3726,6.916339
3731,7.3588114
3735,7.699655
3736,7.108366
3737,7.3719153
3740,6.673553
3741,7.351923
3742,7.738447
3743,7.0000863
3746,7.4523597
3749,7.9917717
3750,7.2123632
3754,7.235837
3758,7.363333
3759,7.9388375
3760,7.41966
3766,7.6446776
3767,7.4523363
3768,7.2190313
3775,7.562644
3777,7.0957537
3778,8.063051
3779,7.192443
3787,7.4781995
3788,7.495325
3789,7.8620415
3791,7.799686
3792,7.767105
3793,7.984926
3799,7.461797
3800,7.0679564
3804,7.0574727
3805,7.4795094
3809,7.4396305
3812,7.034651
3813,7.712897
3815,7.3638897
3816,7.741492
3817,8.015123
3818,7.443011
3820,7.464703
3822,8.045537
3830,7.0443287
3832,7.236465
3834,7.423389
3835,7.569569
3837,7.739112
3838,7.6028666
3840,7.427371
3845,7.482315
3847,7.5334444
3848,6.729359
3849,7.2245464
3850,7.406901
3851,7.633809
3854,7.4586787
3856,7.4635444
3858,7.7762523
3859,8.217359
3860,7.5875287
3861,7.773841
3862,7.9302096
3864,7.812856
3865,7.173216
3866,6.6683736
3869,7.6408224
3872,7.2508283
3874,7.2467117
3876,7.9289513
3879,7.2958508
3880,7.6469865
3882,7.8070316
3883,8.217682
3884,7.3914795
3890,7.755797
3892,7.045683
3897,7.2214246
3899,7.0400276
3903,7.323743
3906,7.3523293
3911,7.052061
3915,7.5435467
3916,7.3188515
3918,7.326865
3919,7.363413
3922,7.8561864
3926,7.047705
3930,7.4766884
3937,7.4758034
3940,7.4291043
3943,7.4473596
3956,7.4707766
3957,7.534297
3961,7.6093354
3962,7.5403175
3964,7.5368385
3967,7.7344017
3969,7.469532
3970,6.9446263
3972,7.4933043
3975,7.6270056
3980,7.6454883
3981,8.214277
3982,7.568124
3983,7.5415444
3988,7.4805374
3989,7.755787
3994,7.1587534
4002,7.4437323
4003,7.0428424
4004,7.447859
4006,7.3850713
4009,7.231119
4011,7.3759885
4012,7.183664
4015,8.087823
4016,7.16673
4018,7.5801144
4021,7.234186
4023,7.2773356
4024,7.5735106
4026,7.5152698
4027,7.6166215
4028,7.5495214
4029,7.5200715
4032,7.3146014
4033,7.6458483
4036,7.477224
4038,7.100528
4040,7.6550474
4042,7.7518897
4043,7.5074797
4045,7.8724747
4048,7.57719
4050,7.3595967
4051,7.326497
4056,7.3519835
4060,8.038219
4066,7.823527
4068,8.415852
4070,7.3433914
4071,7.61496
4072,7.2502546
4073,7.2661324
4074,7.203374
4076,7.736287
4077,7.2441025
4078,7.246345
